OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount,EmployeeID
263,313,24,2026-06-04,2,50.54,27
264,596,36,2026-04-13,2,66.58,7
265,1616,5,2026-01-06,1,54.23,34
266,827,25,2025-12-16,1,34.53,24
267,1699,15,2026-08-07,1,35.02,28
268,843,42,2026-06-04,1,26.41,8
269,1952,12,2026-08-20,3,61.98,30
270,335,48,2025-11-24,3,42.81,7
271,1116,30,2026-05-05,1,44.18,38
272,991,36,2025-11-26,3,99.87,16
273,680,13,2025-12-12,1,17.46,9
274,977,32,2026-05-17,2,62.1,37
275,1934,23,2026-06-17,1,30.52,38
276,1965,7,2026-04-25,3,100.02,20
277,662,3,2026-05-19,3,150.3,9
278,179,18,2025-12-24,2,75.18,19
279,1217,5,2025-10-29,1,54.23,8
280,1974,4,2026-05-18,1,47.82,27
281,1394,24,2026-02-25,3,75.81,7
282,1526,31,2026-03-25,2,35.32,12
283,934,37,2025-09-30,1,18.02,33
284,1570,8,2026-04-06,1,17.93,2
285,1223,39,2026-06-09,1,52.22,31
286,1686,38,2026-05-15,1,19.63,39
287,1910,7,2026-02-15,3,100.02,39
288,1249,48,2026-02-26,2,28.54,8
289,251,16,2026-09-01,3,171.75,16
290,816,50,2026-04-01,3,56.34,31
291,1804,43,2026-05-04,2,95.22,17
292,348,50,2026-03-10,3,56.34,22
293,772,49,2025-12-28,1,44.18,24
294,224,14,2026-06-04,1,52.29,7
295,721,1,2025-10-13,3,155.31,22
296,1318,19,2026-06-04,1,51.33,30
297,865,40,2026-06-12,3,100.89,38
298,1241,28,2026-03-19,1,53.13,26
299,858,38,2026-02-16,3,58.89,1
300,222,43,2025-11-26,2,95.22,13
301,801,1,2025-11-14,3,155.31,12
302,21,49,2026-01-26,2,88.36,31
303,402,13,2026-08-09,2,34.92,5
304,1406,21,2026-05-22,3,38.52,29
305,422,20,2025-12-18,1,45.17,11
306,123,17,2026-07-11,3,71.64,20
307,263,1,2025-10-07,3,155.31,22
308,31,49,2026-03-19,1,44.18,32
309,1473,20,2025-10-10,2,90.34,12
310,647,44,2025-10-27,1,23.11,35
311,718,1,2025-12-27,1,51.77,30
312,861,27,2026-05-31,1,22.5,39
313,205,17,2026-04-15,2,47.76,23
314,1758,26,2026-05-17,2,109.28,25
315,1966,29,2026-02-25,1,40.3,12
316,311,1,2025-09-28,1,51.77,31
317,1142,28,2026-08-17,3,159.39,27
318,250,34,2026-07-15,2,73.78,39
319,292,10,2025-10-10,1,52.15,16
320,385,3,2026-01-08,2,100.2,8
321,1740,27,2026-06-04,1,22.5,39
322,1222,41,2026-04-04,3,171.93,27
323,472,3,2026-02-20,3,150.3,7
324,1545,24,2026-06-11,3,75.81,31
325,486,45,2026-02-02,1,45.07,17
326,2000,45,2025-10-13,2,90.14,30
327,1456,37,2026-07-29,1,18.02,14
328,806,29,2026-07-04,2,80.6,16
329,101,22,2025-11-07,2,74.64,33
330,1069,2,2026-03-16,2,107.48,1
331,1462,49,2026-03-11,3,132.54,31
332,493,16,2026-08-07,2,114.5,37
333,1115,46,2026-05-10,3,95.31,10
334,1352,22,2025-09-18,3,111.96,9
335,1487,50,2025-12-14,2,37.56,5
336,1088,38,2026-04-29,1,19.63,6
337,893,10,2025-10-03,3,156.45,36
338,1891,30,2025-10-14,3,132.54,2
339,558,9,2026-03-29,2,45.2,37
340,1473,14,2025-09-16,2,104.58,31
341,360,23,2026-01-04,1,30.52,37
342,209,20,2026-08-21,3,135.51,26
343,1174,11,2026-05-04,3,41.97,26
344,466,8,2026-08-29,2,35.86,25
345,1597,9,2026-04-07,2,45.2,8
346,1797,45,2026-02-24,3,135.21,21
347,1676,36,2026-03-23,2,66.58,30
348,675,36,2026-01-07,1,33.29,25
349,1443,36,2025-12-26,3,99.87,26
350,1801,37,2025-10-09,3,54.06,21
351,551,46,2026-05-23,2,63.54,14
352,1948,44,2025-12-19,2,46.22,13
353,416,23,2025-11-02,1,30.52,1
354,436,8,2026-01-21,1,17.93,25
355,789,26,2026-02-23,2,109.28,4
356,1296,34,2026-07-12,2,73.78,13
357,1039,43,2026-02-27,1,47.61,2
358,744,36,2026-07-29,3,99.87,24
359,487,8,2026-07-08,2,35.86,7
360,790,38,2026-07-20,2,39.26,9
361,1262,21,2025-10-14,2,25.68,25
362,287,25,2025-10-28,2,69.06,28
363,1589,25,2025-10-31,2,69.06,17
364,1580,44,2026-04-26,1,23.11,29
365,1590,12,2026-08-02,2,41.32,37
366,1162,3,2026-02-24,1,50.1,8
367,1725,35,2026-01-02,3,47.82,20
368,1526,14,2026-08-25,1,52.29,20
369,136,24,2025-09-17,2,50.54,5
370,461,49,2026-04-16,3,132.54,26
371,1091,20,2026-03-17,2,90.34,22
372,1736,32,2026-03-29,3,93.15,10
373,1168,50,2026-07-15,1,18.78,1
374,326,36,2025-12-21,1,33.29,22
375,1839,49,2026-01-28,3,132.54,13
376,440,1,2026-02-09,1,51.77,27
377,205,22,2025-12-13,1,37.32,35
378,693,32,2026-05-12,3,93.15,23
379,1404,50,2026-03-23,2,37.56,37
380,459,32,2025-09-19,2,62.1,5
381,1909,14,2026-02-07,2,104.58,19
382,851,33,2026-07-30,3,71.46,23
383,934,3,2026-07-28,1,50.1,4
384,1613,8,2026-06-09,3,53.79,30
385,1092,46,2025-09-29,2,63.54,13
386,1459,47,2026-08-11,3,150.81,20
387,1637,9,2026-03-01,1,22.6,19
388,294,42,2026-03-27,1,26.41,30
389,693,35,2026-08-02,1,15.94,13
390,1191,13,2025-10-27,2,34.92,29
391,1158,10,2026-01-22,2,104.3,10
392,1350,13,2025-10-08,3,52.38,13
393,6,4,2026-08-02,2,95.64,40
394,977,47,2025-09-17,2,100.54,8
395,208,22,2026-05-30,3,111.96,3
396,1956,39,2026-06-08,2,104.44,31
397,1767,34,2025-12-13,1,36.89,23
398,791,16,2026-01-18,1,57.25,5
399,193,36,2026-01-12,2,66.58,21
400,209,47,2026-06-21,2,100.54,19
401,1492,34,2026-07-02,3,110.67,4
402,1166,29,2026-05-05,1,40.3,16
403,1646,6,2026-09-04,1,22.65,21
404,1546,37,2026-03-15,1,18.02,19
405,1558,17,2025-11-18,3,71.64,2
406,1601,16,2026-08-06,2,114.5,17
407,1427,22,2026-05-30,3,111.96,37
408,722,46,2026-09-04,2,63.54,12
409,1321,19,2026-07-14,1,51.33,22
410,1727,14,2026-03-15,1,52.29,24
411,544,23,2025-11-10,3,91.56,27
412,1895,10,2026-02-02,2,104.3,8
413,1684,26,2025-12-25,2,109.28,22
414,1515,13,2025-10-28,2,34.92,21
415,1505,2,2026-06-28,3,161.22,7
416,758,27,2025-09-11,3,67.5,29
417,1685,11,2026-09-07,3,41.97,5
418,1779,25,2026-08-17,2,69.06,12
419,562,32,2026-03-30,2,62.1,24
420,1767,34,2025-09-15,2,73.78,8
421,1643,37,2026-03-25,3,54.06,36
422,272,9,2026-02-02,1,22.6,37
423,1604,19,2026-01-29,3,153.99,34
424,1104,42,2025-11-23,1,26.41,30
425,144,8,2026-07-14,1,17.93,40
426,495,43,2026-02-13,2,95.22,26
427,1995,50,2026-08-05,1,18.78,8
428,366,22,2026-05-17,1,37.32,28
429,1204,11,2026-01-28,2,27.98,31
430,1981,36,2026-05-16,1,33.29,31
431,687,31,2026-04-26,2,35.32,23
432,371,47,2026-04-23,1,50.27,37
433,538,32,2025-09-21,3,93.15,6
434,122,43,2026-04-13,1,47.61,1
435,1069,48,2026-05-03,3,42.81,35
436,1287,21,2026-06-13,1,12.84,16
437,1990,16,2026-06-16,2,114.5,39
438,1615,32,2025-09-21,3,93.15,12
439,43,23,2026-03-11,2,61.04,14
440,1243,48,2026-07-22,2,28.54,23
441,356,25,2025-10-14,3,103.59,30
442,652,13,2026-07-28,3,52.38,28
443,1275,48,2026-08-09,1,14.27,13
444,1343,22,2026-01-27,2,74.64,9
445,178,50,2026-05-09,2,37.56,32
446,85,40,2026-02-17,3,100.89,35
447,1522,33,2025-11-28,1,23.82,39
448,531,29,2026-03-20,2,80.6,35
449,1517,20,2025-09-29,1,45.17,14
450,1582,10,2026-09-06,1,52.15,9
451,1733,1,2026-06-29,1,51.77,31
452,286,32,2026-04-29,1,31.05,16
453,1649,24,2026-06-05,3,75.81,14
454,1318,32,2025-10-15,3,93.15,18
455,1143,49,2026-05-16,1,44.18,9
456,929,16,2025-11-05,2,114.5,26
457,1383,50,2026-08-27,1,18.78,27
458,857,12,2025-09-22,3,61.98,15
459,1537,14,2026-07-24,2,104.58,8
460,192,18,2025-11-17,1,37.59,38
461,1566,20,2025-11-14,3,135.51,21
462,1330,42,2026-01-03,1,26.41,35
463,200,24,2025-11-19,3,75.81,21
464,1337,12,2026-06-16,2,41.32,24
465,1771,30,2025-10-12,1,44.18,30
466,810,8,2025-11-19,3,53.79,34
467,1042,39,2026-03-26,3,156.66,11
468,41,10,2025-09-18,3,156.45,30
469,1156,21,2025-11-30,1,12.84,7
470,1242,9,2025-09-15,1,22.6,33
471,1479,12,2026-04-29,2,41.32,33
472,528,1,2025-12-31,2,103.54,8
473,1829,15,2025-11-03,1,35.02,34
474,660,43,2026-08-18,3,142.83,17
475,261,45,2025-10-09,3,135.21,35
476,1928,27,2025-11-06,3,67.5,11
477,1738,15,2025-12-25,1,35.02,8
478,1229,14,2026-07-10,1,52.29,27
479,203,33,2026-04-24,3,71.46,6
480,467,1,2025-10-23,2,103.54,20
481,1354,17,2025-10-14,2,47.76,16
482,82,7,2025-09-14,3,100.02,34
483,778,16,2026-03-29,1,57.25,9
484,282,13,2026-06-02,3,52.38,11
485,1202,5,2025-12-19,3,162.69,18
486,1564,37,2025-11-15,3,54.06,12
487,1587,36,2026-04-21,2,66.58,27
488,125,43,2025-11-07,1,47.61,36
489,1187,26,2026-03-24,1,54.64,30
490,777,33,2026-07-23,3,71.46,15
491,40,31,2025-12-18,3,52.98,37
492,486,46,2026-06-12,2,63.54,29
493,1452,3,2026-02-06,2,100.2,8
494,1532,32,2026-06-26,3,93.15,20
495,936,46,2026-04-16,3,95.31,20
496,1322,3,2026-07-30,2,100.2,29
497,1690,45,2026-08-09,1,45.07,16
498,668,48,2026-09-06,2,28.54,19
499,1686,10,2025-11-08,3,156.45,13
500,58,5,2025-12-28,2,108.46,7
501,105,13,2024-10-13,4,69.84,37
502,527,8,2026-05-21,2,35.86,2
503,496,16,2024-11-18,1,57.25,8
504,794,30,2026-02-15,2,88.36,12
505,1733,12,2025-01-30,3,61.98,1
506,173,7,2026-05-01,4,133.36,37
507,602,15,2026-07-07,2,70.04,34
508,319,25,2025-04-11,3,103.59,6
509,335,12,2026-05-31,2,41.32,15
510,937,21,2026-03-08,2,25.68,6
511,1970,5,2025-02-25,3,162.69,40
512,1420,18,2024-12-22,3,112.77,23
513,384,10,2025-09-06,3,156.45,10
514,1541,34,2025-08-22,3,110.67,25
515,1004,22,2026-02-23,1,37.32,36
516,669,31,2026-06-25,1,17.66,16
517,1402,50,2024-12-21,3,56.34,10
518,127,3,2025-03-07,4,200.4,39
519,1071,26,2026-06-10,4,218.56,26
520,313,3,2026-06-26,2,100.2,3
521,1964,13,2026-05-25,1,17.46,21
522,1701,22,2024-10-22,4,149.28,15
523,919,6,2026-07-30,4,90.6,5
524,1843,50,2025-02-11,1,18.78,20
525,70,44,2025-02-18,1,23.11,16
526,1328,15,2026-08-13,4,140.08,34
527,661,13,2025-09-19,4,69.84,9
528,922,1,2026-07-29,4,207.08,15
529,1387,2,2024-09-22,2,107.48,36
530,110,22,2026-03-12,2,74.64,31
531,839,26,2025-02-09,2,109.28,14
532,124,31,2026-01-30,2,35.32,35
533,1432,23,2026-05-29,4,122.08,29
534,252,3,2025-01-28,2,100.2,11
535,1748,47,2025-09-13,3,150.81,1
536,22,41,2026-02-14,2,114.62,15
537,1762,8,2024-12-21,2,35.86,2
538,357,9,2025-04-27,1,22.6,26
539,423,46,2026-04-05,1,31.77,6
540,1906,36,2025-10-28,4,133.16,5
541,989,44,2026-04-29,2,46.22,32
542,684,22,2025-10-16,4,149.28,1
543,1266,32,2025-01-18,1,31.05,25
544,1652,29,2025-12-31,1,40.3,4
545,1660,11,2025-07-01,1,13.99,20
546,1356,33,2026-06-02,3,71.46,18
547,719,15,2025-11-12,3,105.06,27
548,1157,14,2024-09-30,4,209.16,40
549,114,13,2025-07-29,1,17.46,26
550,1398,28,2025-08-21,4,212.52,2
551,1008,25,2026-05-03,2,69.06,19
552,461,33,2025-07-09,3,71.46,7
553,1257,4,2025-01-14,4,191.28,12
554,789,15,2025-06-28,3,105.06,17
555,1065,47,2026-08-11,3,150.81,8
556,1349,46,2024-12-02,3,95.31,6
557,1744,21,2025-11-13,2,25.68,14
558,1357,47,2026-04-20,2,100.54,7
559,192,41,2025-04-07,4,229.24,29
560,1057,47,2025-05-21,4,201.08,31
561,1187,42,2025-11-30,1,26.41,6
562,327,7,2026-08-25,3,100.02,35
563,802,47,2025-04-15,2,100.54,34
564,877,32,2024-11-16,4,124.2,27
565,133,1,2025-03-21,2,103.54,36
566,1846,42,2026-07-23,1,26.41,37
567,1789,32,2025-12-07,1,31.05,9
568,1257,39,2025-05-10,2,104.44,12
569,23,25,2025-01-14,2,69.06,34
570,899,17,2026-08-13,2,47.76,33
571,1072,38,2026-01-18,2,39.26,15
572,1636,27,2026-05-03,1,22.5,12
573,96,50,2025-11-03,2,37.56,27
574,920,24,2026-03-31,4,101.08,5
575,121,40,2025-08-03,4,134.52,19
576,1969,12,2025-01-15,4,82.64,1
577,547,36,2025-12-19,1,33.29,35
578,544,22,2025-09-19,2,74.64,40
579,1238,22,2025-02-19,4,149.28,26
580,675,26,2025-01-19,2,109.28,3
581,333,22,2025-07-17,1,37.32,11
582,834,22,2025-02-09,1,37.32,35
583,1885,37,2025-03-03,2,36.04,19
584,1353,16,2026-07-10,3,171.75,15
585,775,10,2024-11-24,4,208.6,31
586,1739,17,2026-08-11,1,23.88,23
587,1132,49,2026-02-12,1,44.18,35
588,965,9,2025-07-01,2,45.2,27
589,620,21,2025-08-05,1,12.84,38
590,1373,36,2025-06-10,2,66.58,25
591,1592,16,2025-06-20,1,57.25,17
592,147,18,2025-08-05,3,112.77,20
593,1835,18,2024-12-27,4,150.36,6
594,1106,11,2025-07-20,2,27.98,38
595,260,17,2025-10-04,2,47.76,20
596,1852,15,2026-03-18,1,35.02,12
597,1523,50,2025-09-29,4,75.12,33
598,914,39,2026-08-10,3,156.66,31
599,858,50,2025-04-15,1,18.78,22
600,1668,33,2026-06-06,2,47.64,40
601,1351,29,2025-09-22,3,120.9,3
602,1655,24,2025-06-01,2,50.54,5
603,675,1,2024-12-14,2,103.54,38
604,1634,49,2025-03-31,1,44.18,10
605,500,38,2025-07-11,1,19.63,31
606,436,12,2026-08-20,1,20.66,35
607,513,25,2025-03-19,1,34.53,3
608,1127,12,2026-05-05,2,41.32,35
609,1448,29,2025-11-23,2,80.6,34
610,658,18,2026-05-05,3,112.77,40
611,118,3,2025-06-05,4,200.4,4
612,266,29,2025-01-18,3,120.9,24
613,184,30,2025-06-17,1,44.18,7
614,48,8,2025-06-20,1,17.93,23
615,1543,33,2025-11-21,4,95.28,4
616,617,25,2025-03-23,3,103.59,38
617,1,35,2024-10-07,3,47.82,28
618,222,33,2025-05-30,1,23.82,14
619,346,19,2024-12-20,1,51.33,30
620,338,19,2024-09-14,3,153.99,30
621,179,36,2026-04-18,4,133.16,31
622,1886,44,2025-01-29,3,69.33,8
623,734,32,2025-11-29,3,93.15,19
624,1945,40,2026-08-08,3,100.89,31
625,608,1,2025-05-04,1,51.77,9
626,1412,36,2025-06-05,1,33.29,29
627,182,34,2025-05-09,1,36.89,28
628,1145,18,2024-11-17,2,75.18,18
629,1599,9,2025-04-07,4,90.4,26
630,892,11,2025-11-25,4,55.96,3
631,931,32,2025-02-18,1,31.05,30
632,1329,46,2026-01-05,2,63.54,39
633,1663,50,2026-03-16,3,56.34,17
634,1772,34,2025-03-25,3,110.67,23
635,456,19,2024-12-08,4,205.32,13
636,1527,35,2026-09-04,3,47.82,24
637,1519,29,2026-05-03,2,80.6,25
638,1231,22,2025-01-16,4,149.28,36
639,896,34,2026-03-07,3,110.67,40
640,1169,23,2026-07-03,1,30.52,7
641,851,45,2026-01-24,2,90.14,12
642,1042,39,2024-10-07,2,104.44,30
643,1220,45,2026-08-04,2,90.14,9
644,158,42,2024-09-12,3,79.23,21
645,1617,39,2025-01-18,3,156.66,26
646,528,44,2026-07-25,3,69.33,30
647,1189,3,2026-05-02,3,150.3,17
